X,Y,Z,class
0.31,-1.65,0.24,1
0.12,-1.89,0.43,1
0.99,-41.71,-106.29,1
0.18,-1.83,0.37,1
0.12,-1.89,0.43,1
0.81,-41.97,-106.21,1
0.12,-1.83,0.49,1
0.24,-1.83,0.43,1
1.09,-41.85,-105.90,1
0.24,-1.71,0.31,1
0.24,-1.83,0.43,1
1.04,-41.81,-105.27,1
0.18,-1.53,0.37,1
0.24,-1.83,0.43,1
0.39,-41.97,-105.74,1
0.24,-1.83,0.37,1
0.24,-1.83,0.43,1
1.00,-41.56,-106.47,1
0.18,-1.77,0.37,1
0.24,-1.83,0.43,1
0.62,-41.89,-105.86,1
0.00,-1.95,0.37,1
0.24,-1.83,0.43,1
0.81,-42.00,-106.70,1
0.12,-1.53,0.37,1
0.06,-1.89,0.49,1
0.84,-42.11,-106.45,1
0.18,-1.59,0.37,1
0.06,-1.89,0.49,1
0.35,-41.44,-106.23,1
0.18,-1.59,0.43,1
0.06,-1.89,0.49,1
0.73,-41.85,-106.03,1
0.31,-1.83,0.37,1
0.06,-1.89,0.49,1
0.60,-41.41,-105.57,1
0.06,-1.89,0.43,1
0.06,-1.89,0.49,1
0.92,-42.19,-105.66,1
0.18,-1.77,0.37,1
0.06,-1.89,0.49,1
1.26,-42.09,-106.02,1
0.24,-1.65,0.55,1
0.24,-1.71,0.43,1
0.96,-42.19,-106.10,1
0.12,-1.83,0.31,1
0.24,-1.71,0.43,1
0.65,-42.16,-106.16,1
0.12,-1.95,0.55,1
0.24,-1.71,0.43,1
1.06,-42.02,-105.04,1
0.12,-1.71,0.37,1
0.24,-1.71,0.43,1
0.72,-41.89,-105.59,1
0.18,-1.83,0.43,1
0.24,-1.71,0.43,1
1.37,-41.98,-106.12,1
0.24,-1.95,0.31,1
0.24,-1.71,0.43,1
0.87,-42.29,-106.16,1
0.24,-1.77,0.37,1
0.31,-1.77,0.31,1
0.92,-42.09,-106.07,1
0.06,-2.08,0.43,1
0.31,-1.77,0.31,1
0.57,-41.92,-104.88,1
0.24,-1.77,0.37,1
0.31,-1.77,0.31,1
0.35,-42.21,-105.20,1
0.37,-1.71,0.31,1
0.31,-1.77,0.31,1
0.49,-41.32,-105.51,1
0.37,-1.53,0.37,1
0.31,-1.77,0.31,1
0.49,-41.66,-106.60,1
0.37,-2.01,0.43,1
0.31,-1.77,0.31,1
0.33,-41.56,-105.66,1
-0.12,-2.08,0.43,1
0.31,-1.77,0.31,1
0.56,-42.20,-105.74,1
0.24,-1.77,0.31,1
0.31,-1.77,0.31,1
0.70,-41.43,-105.24,1
0.24,-1.71,0.43,1
0.31,-1.77,0.31,1
0.98,-41.11,-104.91,1
0.24,-1.77,0.37,1
0.31,-1.77,0.31,1
0.73,-41.87,-106.29,1
0.37,-1.95,0.49,1
0.31,-1.77,0.31,1
0.78,-42.24,-106.30,1
0.12,-2.01,0.31,1
0.31,-1.77,0.31,1
0.57,-42.68,-106.40,1
0.31,-1.89,0.37,1
0.31,-1.77,0.31,1
0.48,-42.15,-105.33,1
0.37,-1.77,0.43,1
0.31,-1.77,0.31,1
0.88,-41.41,-105.20,1
0.18,-2.08,0.24,1
0.31,-1.77,0.31,1
0.83,-41.85,-105.42,1
0.37,-1.83,0.37,1
0.31,-1.77,0.31,1
0.52,-42.16,-106.21,1
0.43,-1.77,0.37,1
0.31,-1.77,0.31,1
0.72,-41.65,-106.09,1
0.18,-1.77,0.43,1
0.31,-1.77,0.31,1
0.65,-42.02,-105.86,1
-0.12,-1.89,0.43,1
0.31,-1.77,0.31,1
0.73,-41.75,-106.36,1
0.37,-1.89,0.31,1
0.31,-1.77,0.31,1
0.55,-41.44,-105.86,1
0.18,-2.01,0.37,1
0.31,-1.77,0.31,1
1.01,-41.77,-105.18,1
0.12,-1.77,0.43,1
0.31,-1.77,0.31,1
-0.20,-41.56,-106.73,1
0.18,-1.89,0.43,1
0.31,-1.77,0.31,1
0.21,-42.09,-106.88,1
0.24,-1.77,0.37,1
0.18,-1.89,0.37,1
0.31,-42.32,-105.70,1
0.12,-1.71,0.31,1
0.18,-1.89,0.37,1
0.88,-41.48,-105.54,1
0.06,-1.77,0.31,1
0.18,-1.89,0.37,1
0.74,-42.14,-106.53,1
0.37,-1.77,0.24,1
0.18,-1.89,0.37,1
0.60,-41.56,-105.60,1
0.06,-1.83,0.37,1
0.18,-1.89,0.37,1
0.42,-41.09,-105.63,1
0.18,-1.59,0.37,1
0.18,-1.89,0.37,1
0.40,-41.54,-106.25,1
0.24,-1.71,0.24,1
0.18,-1.59,0.31,1
0.46,-41.55,-105.87,1
0.24,-1.89,0.31,1
0.18,-1.59,0.31,1
0.10,-41.98,-105.44,1
0.31,-1.65,0.43,1
0.18,-1.59,0.31,1
0.23,-41.71,-105.82,1
0.24,-1.65,0.43,1
0.18,-1.59,0.31,1
0.51,-42.18,-105.66,1
0.12,-1.89,0.37,1
0.18,-1.59,0.31,1
0.70,-41.63,-105.97,1
0.37,-1.83,0.49,1
0.18,-1.59,0.31,1
0.20,-41.80,-104.59,1
0.24,-1.89,0.37,1
0.18,-1.89,0.55,1
0.35,-42.15,-105.62,1
0.24,-1.71,0.43,1
0.18,-1.89,0.55,1
0.24,-41.81,-105.65,1
0.06,-1.71,0.24,1
0.18,-1.89,0.55,1
1.17,-41.43,-105.80,1
0.18,-1.65,0.43,1
0.18,-1.89,0.55,1
0.15,-41.67,-105.19,1
0.18,-1.77,0.37,1
0.18,-1.89,0.55,1
0.11,-41.27,-105.99,1
0.24,-1.53,0.31,1
0.18,-1.89,0.55,1
0.27,-41.15,-106.34,1
0.18,-1.89,0.43,1
0.12,-1.95,0.24,1
0.82,-42.30,-104.92,1
0.12,-2.01,0.37,1
0.12,-1.95,0.24,1
0.66,-41.59,-104.88,1
0.43,-1.77,0.18,1
0.12,-1.95,0.24,1
0.32,-41.96,-105.93,1
0.06,-1.89,0.31,1
0.12,-1.95,0.24,1
0.90,-41.48,-105.55,1
0.24,-1.89,0.49,1
0.12,-1.95,0.24,1
0.79,-41.49,-105.16,1
0.00,-1.71,0.49,1
0.12,-1.95,0.24,1
0.35,-42.00,-104.90,1
-0.06,-1.71,0.31,1
0.12,-1.83,0.24,1
0.24,-41.33,-106.27,1
0.24,-1.59,0.18,1
0.12,-1.83,0.24,1
0.34,-41.66,-105.52,1
0.18,-1.65,0.31,1
0.12,-1.83,0.24,1
0.96,-41.99,-105.41,1
0.18,-1.77,0.31,1
0.12,-1.83,0.24,1
0.81,-42.21,-104.11,1
0.12,-1.65,0.43,1
0.12,-1.83,0.24,1
0.88,-42.13,-104.14,1
0.06,-1.77,0.12,1
0.12,-1.83,0.24,1
0.66,-41.77,-105.51,1
-0.06,-1.71,0.37,1
0.12,-1.71,0.43,1
0.84,-41.93,-105.49,1
0.00,-1.59,0.37,1
0.12,-1.71,0.43,1
0.84,-42.04,-105.32,1
0.24,-1.65,0.37,1
0.12,-1.71,0.43,1
0.37,-42.10,-105.88,1
0.06,-1.71,0.43,1
0.12,-1.71,0.43,1
0.43,-42.07,-105.54,1
0.24,-1.71,0.24,1
0.12,-1.71,0.43,1
0.83,-42.04,-104.71,1
0.24,-1.89,0.49,1
0.12,-1.71,0.43,1
0.13,-41.60,-104.54,1
0.24,-1.89,0.43,1
0.24,-1.89,0.37,1
0.39,-41.87,-104.33,1
0.24,-1.59,0.31,1
0.24,-1.89,0.37,1
0.35,-41.87,-105.49,1
0.06,-1.77,0.31,1
0.24,-1.89,0.37,1
-0.35,-42.21,-105.18,1
0.12,-1.83,0.31,1
0.24,-1.89,0.37,1
-0.11,-42.27,-106.01,1
0.12,-1.77,0.37,1
0.24,-1.89,0.37,1
0.32,-42.33,-105.35,1
0.31,-1.83,0.31,1
0.24,-1.89,0.37,1
0.16,-41.27,-104.77,1
0.24,-1.95,0.37,1
0.24,-1.89,0.37,1
0.20,-41.69,-106.40,1
0.55,-1.89,0.43,1
0.24,-1.89,0.37,1
0.07,-41.36,-105.37,1
0.31,-1.83,0.37,1
0.24,-1.89,0.37,1
0.12,-41.86,-105.24,1
0.37,-1.83,0.37,1
0.24,-1.89,0.37,1
-0.10,-41.59,-106.56,1
0.31,-1.95,0.31,1
0.24,-1.89,0.37,1
-0.26,-40.97,-106.09,1
0.12,-1.71,0.55,1
0.24,-1.89,0.37,1
0.02,-41.86,-104.93,1
0.12,-1.89,0.31,1
0.24,-1.89,0.37,1
-0.21,-42.13,-105.79,1
0.43,-1.83,0.37,1
0.24,-1.89,0.37,1
0.05,-42.09,-104.81,1
0.18,-1.71,0.37,1
0.24,-1.89,0.37,1
-0.46,-42.20,-105.27,1
0.12,-1.65,0.37,1
0.24,-1.89,0.37,1
-0.13,-41.88,-105.55,1
0.24,-1.71,0.37,1
0.24,-1.89,0.37,1
0.35,-42.13,-105.05,1
0.24,-1.89,0.37,1
0.24,-1.89,0.37,1
-0.28,-42.13,-106.07,1
0.43,-1.77,0.37,1
0.24,-1.89,0.37,1
1.00,-42.50,-106.04,1
0.31,-1.89,0.43,1
0.24,-1.89,0.37,1
0.46,-41.67,-104.26,1
0.24,-1.95,0.43,1
0.24,-1.89,0.37,1
-0.18,-42.33,-105.79,1
0.12,-1.65,0.31,1
0.24,-1.89,0.37,1
0.10,-42.22,-104.82,1
0.31,-1.77,0.43,1
0.24,-1.89,0.37,1
0.45,-41.99,-105.27,1
0.18,-1.83,0.37,1
0.37,-1.77,0.31,1
0.78,-41.99,-105.70,1
0.18,-1.65,0.18,1
0.37,-1.77,0.31,1
0.35,-42.14,-104.09,1
0.18,-1.83,0.37,1
0.37,-1.77,0.31,1
0.35,-41.94,-106.35,1
0.18,-1.65,0.43,1
0.37,-1.77,0.31,1
0.51,-42.21,-105.98,1
0.31,-1.65,0.31,1
0.37,-1.77,0.31,1
0.32,-42.20,-106.02,1
0.18,-1.65,0.43,1
0.37,-1.77,0.31,1
0.23,-41.48,-105.16,1
0.06,-1.95,0.18,1
0.24,-1.89,0.31,1
0.42,-41.83,-104.43,1
0.24,-1.65,0.43,1
0.24,-1.89,0.31,1
0.12,-42.08,-105.19,1
0.31,-1.77,0.37,1
0.24,-1.89,0.31,1
0.28,-41.87,-105.14,1
0.24,-2.01,0.49,1
0.24,-1.89,0.31,1
0.76,-42.09,-105.57,1
0.31,-1.95,0.31,1
0.24,-1.89,0.31,1
0.35,-42.02,-106.75,1
0.18,-1.71,0.49,1
0.24,-1.89,0.31,1
0.26,-42.20,-106.24,1
0.37,-1.95,0.24,1
0.31,-1.83,0.24,1
0.12,-41.89,-105.66,1
0.49,-1.83,0.24,1
0.31,-1.83,0.24,1
0.71,-42.64,-105.65,1
0.12,-1.89,0.24,1
0.31,-1.83,0.24,1
0.31,-42.46,-106.04,1
0.31,-1.83,0.37,1
0.31,-1.83,0.24,1
0.38,-42.09,-105.90,1
0.12,-2.08,0.43,1
0.31,-1.83,0.24,1
0.50,-42.19,-106.35,1
0.12,-1.89,0.37,1
0.31,-1.83,0.24,1
0.60,-42.04,-105.74,1
0.06,-1.65,0.31,1
0.31,-1.71,0.37,1
0.44,-42.16,-105.77,1
0.31,-1.65,0.24,1
0.31,-1.71,0.37,1
0.32,-42.14,-106.36,1
0.12,-1.77,0.31,1
0.31,-1.71,0.37,1
0.23,-42.16,-106.95,1
0.00,-1.65,0.37,1
0.31,-1.71,0.37,1
-0.29,-42.25,-106.42,1
0.31,-1.77,0.31,1
0.31,-1.71,0.37,1
0.73,-42.35,-106.35,1
0.12,-1.83,0.37,1
0.31,-1.71,0.37,1
0.54,-42.26,-106.30,1
0.06,-1.59,0.49,1
0.24,-1.46,0.43,1
0.84,-42.03,-106.03,1
0.06,-1.65,0.43,1
0.24,-1.46,0.43,1
0.13,-42.63,-106.82,1
0.12,-1.53,0.37,1
0.24,-1.46,0.43,1
0.89,-42.31,-106.15,1
0.12,-1.22,0.24,1
0.24,-1.46,0.43,1
0.21,-41.96,-105.40,1
0.12,-1.65,0.37,1
0.24,-1.46,0.43,1
0.78,-41.89,-105.71,1
0.37,-1.65,0.31,1
0.24,-1.46,0.43,1
0.21,-42.36,-105.40,1
0.31,-1.65,0.37,1
0.06,-1.59,0.31,1
-0.10,-41.66,-105.31,1
0.12,-1.53,0.31,1
0.06,-1.59,0.31,1
0.16,-41.92,-105.60,1
-0.06,-1.71,0.31,1
0.06,-1.59,0.31,1
0.92,-41.71,-105.76,1
0.12,-1.65,0.43,1
0.06,-1.59,0.31,1
0.31,-41.87,-105.93,1
0.31,-1.77,0.31,1
0.06,-1.59,0.31,1
0.23,-42.14,-105.60,1
0.18,-1.65,0.31,1
0.06,-1.59,0.31,1
0.77,-41.71,-106.52,1
0.31,-1.59,0.43,1
0.06,-1.59,0.43,1
0.56,-42.80,-105.85,1
0.12,-1.53,0.43,1
0.06,-1.59,0.43,1
0.62,-42.33,-106.53,1
0.37,-1.65,0.31,1
0.06,-1.59,0.43,1
0.27,-42.41,-106.75,1
0.18,-1.59,0.37,1
0.06,-1.59,0.43,1
1.07,-42.05,-107.28,1
0.06,-1.65,0.37,1
0.06,-1.59,0.43,1
-0.23,-42.55,-106.53,1
0.18,-1.46,0.43,1
0.06,-1.59,0.43,1
0.26,-41.86,-105.40,1
0.06,-1.53,0.31,1
0.06,-1.53,0.37,1
-0.18,-41.69,-105.98,1
-0.18,-1.65,0.37,1
0.06,-1.53,0.37,1
0.44,-42.29,-105.02,1
0.06,-1.95,0.43,1
0.06,-1.53,0.37,1
0.10,-42.08,-106.03,1
0.24,-1.77,0.37,1
0.06,-1.53,0.37,1
-0.02,-42.58,-105.68,1
0.06,-1.83,0.37,1
0.06,-1.53,0.37,1
0.71,-42.09,-105.32,1
0.18,-1.83,0.37,1
0.06,-1.53,0.37,1
0.52,-41.91,-105.64,1
0.12,-1.71,0.37,1
0.06,-1.53,0.37,1
0.32,-42.07,-105.32,1
0.06,-1.65,0.37,1
0.06,-1.53,0.37,1
0.11,-42.47,-106.60,1
-0.06,-1.77,0.37,1
0.06,-1.53,0.37,1
0.61,-42.09,-105.97,1
0.06,-1.83,0.43,1
0.06,-1.53,0.37,1
0.63,-42.31,-107.08,1
0.00,-1.83,0.24,1
0.06,-1.53,0.37,1
-0.34,-42.03,-105.88,1
0.12,-1.77,0.37,1
0.06,-1.53,0.37,1
0.62,-42.04,-106.12,1
0.18,-1.65,0.37,1
0.06,-1.53,0.37,1
0.31,-42.37,-105.25,1
0.00,-1.83,0.31,1
0.06,-1.53,0.37,1
-0.24,-42.27,-105.52,1
0.12,-1.53,0.43,1
0.06,-1.53,0.37,1
0.37,-41.92,-105.36,1
0.12,-1.59,0.37,1
0.06,-1.53,0.37,1
0.22,-41.77,-106.40,1
0.12,-1.59,0.24,1
0.06,-1.53,0.37,1
0.24,-42.16,-105.98,1
0.18,-1.65,0.31,1
0.06,-1.65,0.49,1
0.55,-42.26,-106.09,1
0.18,-1.83,0.31,1
0.06,-1.65,0.49,1
0.44,-42.33,-105.40,1
0.00,-1.77,0.37,1
0.06,-1.65,0.49,1
0.61,-42.44,-106.25,1
0.00,-1.53,0.31,1
0.06,-1.65,0.49,1
0.50,-42.54,-106.32,1
0.24,-1.77,0.31,1
0.06,-1.65,0.49,1
0.60,-42.59,-106.52,1
0.31,-1.65,0.43,1
0.06,-1.65,0.49,1
0.44,-41.56,-106.14,1
0.12,-1.71,0.37,1
0.24,-1.77,0.49,1
0.26,-42.11,-105.63,1
0.06,-1.71,0.43,1
0.24,-1.77,0.49,1
0.02,-42.48,-107.19,1
0.18,-1.77,0.31,1
0.24,-1.77,0.49,1
0.49,-42.96,-104.81,1
0.06,-1.83,0.37,1
0.24,-1.77,0.49,1
-0.12,-42.25,-106.15,1
0.06,-1.83,0.31,1
0.24,-1.77,0.49,1
0.33,-42.59,-106.01,1
0.00,-1.46,0.31,1
0.24,-1.77,0.49,1
0.27,-42.61,-105.64,1
0.12,-1.65,0.43,1
0.12,-1.89,0.43,1
0.29,-42.07,-105.88,1
0.18,-1.65,0.31,1
0.12,-1.89,0.43,1
-0.02,-42.10,-105.94,1
0.12,-1.59,0.18,1
0.12,-1.89,0.43,1
1.22,-42.33,-105.90,1
0.24,-1.71,0.37,1
0.12,-1.89,0.43,1
-0.23,-42.41,-106.82,1
0.12,-1.53,0.31,1
0.12,-1.89,0.43,1
0.13,-41.81,-105.90,1
0.12,-1.77,0.37,1
0.12,-1.89,0.43,1
-0.02,-42.25,-106.34,1
0.18,-1.77,0.37,1
0.12,-1.71,0.49,1
0.35,-42.11,-106.09,1
0.24,-1.77,0.37,1
0.12,-1.71,0.49,1
0.07,-42.50,-106.80,1
0.06,-1.71,0.37,1
0.12,-1.71,0.49,1
0.88,-42.25,-106.37,1
0.06,-1.40,0.37,1
0.12,-1.71,0.49,1
0.44,-42.64,-105.71,1
0.12,-1.59,0.24,1
0.12,-1.71,0.49,1
0.23,-42.16,-106.48,1
0.00,-1.53,0.31,1
0.12,-1.71,0.49,1
0.26,-41.39,-105.59,1
0.12,-1.59,0.24,1
0.12,-1.71,0.49,1
0.01,-42.04,-105.90,1
-0.06,-1.71,0.37,1
0.12,-1.71,0.49,1
0.35,-41.97,-105.27,1
0.18,-1.77,0.43,1
0.12,-1.71,0.49,1
0.23,-42.38,-105.58,1
0.18,-1.77,0.37,1
0.12,-1.71,0.49,1
0.20,-42.08,-106.29,1
0.31,-1.71,0.31,1
0.12,-1.71,0.49,1
0.33,-41.60,-105.93,1
0.00,-1.59,0.31,1
0.12,-1.71,0.49,1
0.34,-41.94,-105.92,1
0.18,-1.77,0.43,1
0.18,-1.77,0.37,1
-0.13,-41.77,-105.73,1
0.24,-1.71,0.43,1
0.18,-1.77,0.37,1
0.26,-41.85,-105.81,1
0.37,-1.65,0.43,1
0.18,-1.77,0.37,1
0.04,-41.97,-105.80,1
0.37,-1.77,0.43,1
0.18,-1.77,0.37,1
-0.01,-42.00,-105.04,1
0.00,-1.71,0.43,1
0.18,-1.77,0.37,1
0.76,-42.33,-106.63,1
0.12,-1.83,0.43,1
0.18,-1.77,0.37,1
-0.65,-42.41,-106.19,1
0.06,-1.65,0.49,1
0.18,-1.77,0.37,1
-0.07,-42.40,-105.49,1
0.12,-1.89,0.43,1
0.18,-1.77,0.37,1
0.39,-41.70,-105.32,1
0.37,-1.71,0.43,1
0.18,-1.77,0.37,1
-0.17,-42.60,-106.14,1
0.18,-1.40,0.37,1
0.18,-1.77,0.37,1
-0.29,-42.16,-106.07,1
0.12,-1.59,0.43,1
0.18,-1.77,0.37,1
0.39,-42.25,-105.58,1
0.18,-1.83,0.37,1
0.18,-1.77,0.37,1
0.12,-41.83,-105.65,1
0.12,-1.77,0.43,1
0.31,-1.77,0.37,1
-0.09,-42.68,-104.69,1
0.18,-1.71,0.37,1
0.31,-1.77,0.37,1
-0.32,-42.74,-104.82,1
0.06,-1.77,0.37,1
0.31,-1.77,0.37,1
0.34,-41.36,-104.98,1
0.37,-1.65,0.43,1
0.31,-1.77,0.37,1
0.42,-41.72,-105.60,1
-0.06,-1.59,0.49,1
0.31,-1.77,0.37,1
-0.26,-41.83,-105.79,1
0.00,-1.71,0.31,1
0.31,-1.77,0.37,1
-0.39,-41.48,-105.10,1
0.06,-1.77,0.31,1
0.31,-1.77,0.37,1
0.45,-42.24,-106.02,1
0.18,-1.77,0.31,1
0.31,-1.77,0.37,1
0.04,-42.11,-105.94,1
0.18,-1.71,0.49,1
0.31,-1.77,0.37,1
-0.09,-42.32,-106.07,1
0.43,-1.71,0.43,1
0.31,-1.77,0.37,1
0.20,-42.16,-106.01,1
0.06,-1.77,0.43,1
0.31,-1.77,0.37,1
0.52,-41.72,-105.58,1
0.24,-1.71,0.31,1
0.31,-1.77,0.37,1
0.33,-42.29,-105.60,1
0.24,-1.83,0.43,1
0.31,-1.77,0.37,1
0.57,-42.09,-106.07,1
0.12,-1.59,0.37,1
0.31,-1.77,0.37,1
0.55,-42.02,-105.48,1
0.24,-1.71,0.24,1
0.31,-1.77,0.37,1
0.09,-41.93,-106.08,1
0.24,-1.71,0.31,1
0.31,-1.77,0.37,1
0.55,-41.71,-105.57,1
0.18,-1.71,0.49,1
0.31,-1.77,0.37,1
-0.24,-42.22,-105.98,1
0.06,-1.83,0.31,1
0.06,-1.65,0.43,1
0.22,-41.80,-105.57,1
0.18,-1.77,0.49,1
0.06,-1.65,0.43,1
0.46,-41.66,-105.32,1
0.18,-1.77,0.43,1
0.06,-1.65,0.43,1
0.54,-41.49,-104.98,1
0.18,-1.83,0.37,1
0.06,-1.65,0.43,1
0.56,-41.64,-105.15,1
0.12,-1.71,0.43,1
0.06,-1.65,0.43,1
0.66,-42.50,-105.49,1
0.18,-1.65,0.31,1
0.06,-1.65,0.43,1
0.43,-42.20,-105.38,1
0.24,-1.71,0.43,1
0.06,-1.65,0.43,1
0.18,-41.81,-105.35,1
0.24,-1.71,0.31,1
0.06,-1.65,0.43,1
0.09,-41.94,-104.66,1
0.00,-1.83,0.37,1
0.06,-1.65,0.43,1
0.21,-41.97,-105.44,1
0.31,-1.65,0.24,1
0.06,-1.65,0.43,1
0.45,-42.75,-105.76,1
0.12,-2.01,0.31,1
0.06,-1.65,0.43,1
0.35,-42.22,-106.09,1
0.18,-1.71,0.31,1
0.06,-1.65,0.43,1
0.49,-42.26,-105.81,1
0.31,-1.71,0.24,1
0.18,-1.53,0.37,1
-0.15,-42.58,-105.32,1
0.12,-1.65,0.31,1
0.18,-1.53,0.37,1
-0.02,-42.53,-105.43,1
0.06,-1.71,0.24,1
0.18,-1.53,0.37,1
0.35,-42.13,-105.93,1
0.18,-1.71,0.31,1
0.18,-1.53,0.37,1
0.22,-42.35,-106.26,1
0.06,-1.83,0.24,1
0.18,-1.53,0.37,1
0.59,-42.50,-106.04,1
0.00,-1.71,0.43,1
0.18,-1.53,0.37,1
0.44,-41.78,-106.42,1
0.18,-1.59,0.18,1
0.06,-1.83,0.24,1
0.21,-41.99,-105.15,1
0.18,-1.71,0.31,1
0.06,-1.83,0.24,1
-0.22,-42.19,-105.81,1
-0.06,-1.59,0.37,1
0.06,-1.83,0.24,1
0.11,-41.87,-105.26,1
0.12,-1.53,0.12,1
0.06,-1.83,0.24,1
0.32,-42.18,-105.48,1
0.12,-1.83,0.43,1
0.06,-1.83,0.24,1
-0.11,-42.77,-105.13,1
0.31,-1.83,0.43,1
0.06,-1.83,0.24,1
0.34,-42.53,-104.27,1
0.24,-1.89,0.43,1
0.18,-1.71,0.43,1
0.46,-42.65,-105.41,1
0.31,-1.95,0.24,1
0.18,-1.71,0.43,1
0.62,-42.18,-105.14,1
0.24,-1.95,0.43,1
0.18,-1.71,0.43,1
0.57,-42.49,-104.85,1
0.12,-2.01,0.43,1
0.18,-1.71,0.43,1
-0.23,-41.96,-106.19,1
0.18,-1.83,0.37,1
0.18,-1.71,0.43,1
0.13,-42.47,-106.20,1
0.24,-1.71,0.37,1
0.18,-1.71,0.43,1
0.56,-42.31,-105.26,1
0.18,-1.65,0.31,1
0.18,-1.77,0.43,1
0.04,-42.21,-105.55,1
0.18,-1.77,0.49,1
0.18,-1.77,0.43,1
0.09,-42.22,-105.51,1
0.24,-1.59,0.37,1
0.18,-1.77,0.43,1
0.45,-42.03,-105.68,1
0.06,-1.65,0.24,1
0.18,-1.77,0.43,1
0.38,-42.27,-103.98,1
0.12,-1.89,0.31,1
0.18,-1.77,0.43,1
-0.44,-42.13,-104.90,1
0.06,-1.77,0.43,1
0.18,-1.77,0.43,1
0.32,-42.14,-105.11,1
0.12,-1.89,0.55,1
0.12,-1.59,0.37,1
0.38,-42.14,-104.83,1
0.12,-1.65,0.37,1
0.12,-1.59,0.37,1
0.07,-41.81,-105.92,1
0.12,-1.59,0.31,1
0.12,-1.59,0.37,1
0.38,-41.54,-106.01,1
0.12,-1.77,0.43,1
0.12,-1.59,0.37,1
-0.04,-41.64,-106.37,1
0.12,-1.77,0.49,1
0.12,-1.59,0.37,1
-0.09,-41.70,-105.70,1
0.24,-1.77,0.37,1
0.12,-1.59,0.37,1
-0.05,-41.80,-105.65,1
0.18,-1.71,0.31,1
0.24,-1.89,0.31,1
-0.16,-42.58,-105.77,1
0.31,-1.71,0.37,1
0.24,-1.89,0.31,1
